experiment_id,sample_id,model_id,method,feature_index,feature_name,contribution,rank
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,49,S7:dR,0.0050000000000000044,51
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,50,S7:dR_norm,0.0050000000000000044,52
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,51,S7:EMAi_0.001,0.0,92
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,52,S7:EMAi_0.01,0.0,93
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,53,S7:EMAi_0.1,0.0050000000000000044,53
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,54,S7:EMAd_0.001,-0.0050000000000000044,54
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,55,S7:EMAd_0.01,0.010000000000000009,35
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,56,S7:EMAd_0.1,0.0,94
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,57,S8:dR,-0.0050000000000000044,55
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,58,S8:dR_norm,0.0050000000000000044,56
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,59,S8:EMAi_0.001,0.0,95
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,60,S8:EMAi_0.01,0.0,96
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,61,S8:EMAi_0.1,0.0,97
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,62,S8:EMAd_0.001,-0.015000000000000013,22
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,63,S8:EMAd_0.01,-0.015000000000000013,23
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,64,S8:EMAd_0.1,0.0,98
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,65,S9:dR,0.010000000000000009,36
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,66,S9:dR_norm,0.0050000000000000044,57
EXP-XAI-0001,B2:1,MODEL-C2,SINGLE_FEATURE_ABLATION_LOCAL,67,S9:EMAi_0.001,0.020000000000000018,16
